Home ID,consumo_total_kwh,consumo_promedio_kwh,consumo_maximo_kwh,consumo_minimo_kwh,desviacion_consumo_kwh,numero_mediciones,cantidad_personas,temperatura_promedio,temperatura_maxima,temperatura_minima,porcentaje_horario_pico,coeficiente_variacion
395,245.03,1.4163583815028902,4.86,0.11,1.0741936017644975,173,5,14.435838150289017,39.4,-9.7,0.14450867052023122,0.7584193490807577
396,274.55,1.407948717948718,4.97,0.11,1.1764391920598054,195,5,14.495897435897435,40.0,-9.8,0.1282051282051282,0.8355696319492335
397,288.13,1.5408021390374331,4.98,0.12,1.210507268766832,187,1,16.00802139037433,39.9,-9.6,0.11229946524064172,0.7856344679811113
398,279.96,1.5051612903225806,4.88,0.11,1.1686745672406338,186,2,15.818279569892471,39.7,-8.7,0.13978494623655913,0.7764447403441845
399,292.71,1.52453125,4.91,0.12,1.1764543362583382,192,3,15.678125,39.9,-9.9,0.09895833333333333,0.7716826639390555
400,301.57,1.3961574074074075,4.96,0.14,1.0947755650809732,216,4,13.924537037037036,39.8,-9.9,0.14351851851851852,0.7841347682378559
401,344.21,1.6009767441860465,4.99,0.16,1.2312760171049226,215,3,14.811627906976744,39.5,-10.0,0.11162790697674418,0.7690780153904836
402,309.37,1.6197382198952879,4.98,0.13,1.214012240706074,191,1,14.651832460732985,39.9,-9.8,0.16230366492146597,0.749511387577529
403,299.97,1.4923880597014927,4.98,0.15,1.1327317725996373,201,1,13.905970149253731,39.4,-10.0,0.0845771144278607,0.759006188260583
404,276.16,1.5602259887005652,4.99,0.16,1.231991161237046,177,1,15.003389830508475,39.9,-9.8,0.12994350282485875,0.7896235354104763
405,251.13,1.3429411764705883,4.33,0.12,0.9724972906862811,187,5,17.198395721925134,39.9,-9.5,0.11229946524064172,0.7241547937655181
406,256.43,1.4406179775280898,4.95,0.1,1.1191295851578351,178,5,16.875280898876404,39.9,-9.9,0.10112359550561797,0.7768399413410859
407,298.03000000000003,1.5852659574468086,4.94,0.13,1.1016343879029504,188,3,15.670744680851064,39.8,-9.6,0.17553191489361702,0.6949208634223222
408,311.41,1.6135233160621762,4.99,0.11,1.2430590713728291,193,5,13.275647668393782,39.4,-10.0,0.10880829015544041,0.7704004392118301
409,283.66,1.4697409326424873,4.91,0.14,1.107450354057106,193,1,16.3419689119171,39.9,-9.7,0.10362694300518134,0.7535003819115187
410,302.0,1.51,4.83,0.1,1.1656175709073884,200,2,14.52,40.0,-10.0,0.095,0.7719321661638333
411,316.62,1.4198206278026906,4.94,0.1,1.1075656953348127,223,1,13.091928251121077,39.4,-9.7,0.11659192825112108,0.7800743795706627
412,334.09,1.5833649289099525,4.9,0.11,1.2533283514980915,211,4,15.149289099526067,40.0,-9.7,0.14691943127962084,0.7915600052862921
413,347.76,1.587945205479452,4.95,0.12,1.2271301930705056,219,1,15.168949771689498,39.1,-9.8,0.1278538812785388,0.7727786757604116
414,310.01,1.55005,4.93,0.11,1.2674857387718217,200,2,16.331500000000002,40.0,-9.9,0.11,0.8177063570670764
415,255.9,1.4964912280701754,4.95,0.12,1.1990130616392065,171,3,12.639181286549709,39.9,-9.8,0.09941520467836257,0.80121623110709
416,305.46,1.5745360824742267,4.96,0.13,1.1323170985393962,194,3,16.71958762886598,39.0,-9.9,0.10824742268041238,0.7191433153821871
417,268.53,1.6474233128834355,4.87,0.1,1.262953421307146,163,1,14.157668711656441,39.2,-9.2,0.15950920245398773,0.7666234970880901
418,285.87,1.4437878787878788,4.94,0.11,1.0606201114282323,198,2,15.089393939393938,39.5,-9.8,0.11616161616161616,0.7346093751103299
419,285.25,1.5418918918918918,4.93,0.1,1.2794373717572574,185,3,16.631351351351352,40.0,-9.7,0.14594594594594595,0.8297840973710522
420,312.8,1.511111111111111,4.87,0.1,1.1960713287746343,207,1,13.931400966183576,39.6,-9.9,0.13526570048309178,0.791517791100861
421,305.04,1.5252000000000001,4.91,0.11,1.2560210605410298,200,3,16.7765,39.9,-9.8,0.09,0.8235123659461249
422,305.71999999999997,1.5840414507772018,4.95,0.13,1.1602510676312905,193,1,16.29378238341969,39.9,-9.8,0.08290155440414508,0.7324625672276563
423,375.8,1.6702222222222223,4.99,0.16,1.268985620079382,225,2,15.82,39.6,-10.0,0.13333333333333333,0.7597705282540207
424,286.21,1.43105,4.82,0.11,1.1731735071546097,200,4,15.2205,39.6,-9.9,0.105,0.819799103563544
425,372.84,1.6210434782608694,4.92,0.13,1.2023702021028628,230,2,14.222608695652173,39.8,-9.9,0.13478260869565217,0.7417260660971422
426,288.37,1.5097905759162304,4.87,0.1,1.1694627457963145,191,3,14.807329842931937,39.8,-10.0,0.16230366492146597,0.7745860680621981
427,243.65,1.4002873563218392,4.98,0.12,1.1622608166699853,174,2,14.142528735632185,39.7,-10.0,0.16091954022988506,0.8300159331031292
428,301.27,1.4414832535885167,4.83,0.1,1.1441520209631142,209,2,14.097607655502392,39.4,-9.9,0.11961722488038277,0.7937324406057387
429,291.42,1.5178125,4.83,0.12,1.1779054114728242,192,1,15.264583333333334,39.9,-9.7,0.15625,0.7760546256357911
430,314.11,1.5473399014778326,4.98,0.1,1.2564825245064448,203,1,14.760098522167489,39.7,-9.9,0.12315270935960591,0.8120274823304202
431,287.96999999999997,1.4617766497461928,5.0,0.11,1.1240285560243146,197,3,15.43451776649746,40.0,-9.2,0.116751269035533,0.7689468539666979
432,236.14000000000001,1.3341242937853108,4.83,0.11,1.1517607303245856,177,2,13.010169491525424,40.0,-9.7,0.12429378531073447,0.8633084156324707
433,322.29,1.534714285714286,4.92,0.12,1.241500159182224,210,5,14.528095238095238,39.8,-9.9,0.12857142857142856,0.8089454634902323
434,309.97,1.4621226415094342,4.98,0.12,1.0550212702227255,212,2,14.605660377358491,39.8,-9.9,0.1179245283018868,0.7215682462406613
435,298.24,1.3618264840182648,4.89,0.11,1.0850063826946088,219,4,15.218721461187215,39.4,-10.0,0.1141552511415525,0.7967288016701963
436,310.65,1.5227941176470587,4.91,0.12,1.161743439608168,204,5,16.473039215686274,39.9,-9.5,0.11764705882352941,0.7629025001772616
437,296.88,1.5961290322580646,4.92,0.11,1.2186097814628343,186,1,15.546236559139784,40.0,-10.0,0.10752688172043011,0.7634782381840716
438,268.13,1.3541919191919192,4.9,0.1,1.0051648871153922,198,2,15.808080808080808,39.9,-9.7,0.1414141414141414,0.7422617672354741
439,275.29,1.3974111675126906,4.96,0.12,1.124879085782002,197,2,15.059898477157361,39.3,-9.8,0.13705583756345177,0.8049735911186543
440,312.67,1.5555721393034827,4.94,0.12,1.1491826643401388,201,3,14.062189054726367,39.8,-9.9,0.12935323383084577,0.7387524083934113
441,348.24,1.66622009569378,4.99,0.1,1.2151525582356029,209,2,15.564593301435407,39.8,-8.5,0.11961722488038277,0.7292869419688749
442,298.69,1.4641666666666666,4.81,0.19,1.1962642143805662,204,5,15.53970588235294,39.9,-9.2,0.09803921568627451,0.8170273518820031
443,305.06,1.473719806763285,4.96,0.1,1.159395213426581,207,5,13.971980676328501,40.0,-9.9,0.14492753623188406,0.7867134635130868
444,276.93,1.44234375,4.89,0.13,1.0887257677889524,192,5,14.891666666666666,39.6,-9.8,0.11458333333333333,0.7548309948921347
445,305.82,1.4845631067961165,4.99,0.11,1.1307060403379128,206,1,15.927184466019417,39.9,-9.9,0.13106796116504854,0.7616422873246028
446,310.98,1.495096153846154,5.0,0.11,1.1267524152193003,208,4,14.690865384615384,39.4,-9.9,0.13942307692307693,0.7536320739777942
447,307.12,1.551111111111111,4.89,0.11,1.2654774896977639,198,2,15.033838383838383,39.9,-9.9,0.1111111111111111,0.8158522498051486
448,267.29,1.3994240837696337,4.69,0.12,1.1004626698018638,191,2,15.839790575916231,39.8,-9.8,0.1099476439790576,0.7863682514578022
449,302.86,1.4993069306930693,4.86,0.11,1.177183803116525,202,2,14.88019801980198,39.5,-9.8,0.12871287128712872,0.7851519785694315
450,301.52,1.5542268041237113,4.97,0.11,1.3199606172893625,194,3,14.422680412371134,39.7,-9.9,0.13917525773195877,0.8492715566268783
451,288.0,1.5078534031413613,5.0,0.15,1.1462502250365112,191,2,13.787434554973823,39.9,-9.5,0.1099476439790576,0.7601867811874085
452,321.75,1.546875,4.99,0.11,1.2808878803694308,208,3,13.75048076923077,38.7,-9.9,0.13942307692307693,0.8280487307438744
453,265.93,1.5735502958579881,4.93,0.14,1.193556285261077,169,5,13.636686390532544,39.9,-9.8,0.17159763313609466,0.7585116843121198
454,348.86,1.5574107142857143,4.99,0.1,1.1635871130133697,224,2,14.745089285714286,39.6,-9.6,0.13392857142857142,0.7471292590580599
455,391.5,1.6045081967213115,4.99,0.11,1.1954492603573421,244,1,15.659016393442624,39.9,-9.9,0.12295081967213115,0.745056499430885
456,294.28000000000003,1.4496551724137932,4.87,0.11,1.1974169308339793,203,4,15.200492610837438,39.7,-9.7,0.1625615763546798,0.8260012129920409
457,300.17,1.5552849740932644,4.72,0.1,1.1804925025493085,193,4,14.041968911917097,39.7,-9.6,0.11917098445595854,0.7590200652697355
458,283.32,1.475625,4.89,0.11,1.147596452504558,192,1,14.3921875,39.9,-9.9,0.11979166666666667,0.7777019584952533
459,262.04,1.3864550264550266,4.98,0.17,1.1234888784205685,189,4,17.027513227513225,39.8,-9.6,0.10582010582010581,0.8103320028296727
460,309.14,1.5456999999999999,4.99,0.11,1.3001385739827074,200,5,15.585999999999999,40.0,-10.0,0.1,0.8411325444670424
461,278.59,1.3589756097560974,4.94,0.11,1.1672669706518513,205,4,16.39512195121951,39.9,-9.8,0.11219512195121951,0.858931508609891
462,288.94,1.4375124378109452,4.99,0.14,1.1638095982997079,201,3,13.153731343283583,39.3,-9.9,0.12935323383084577,0.8095996721057704
463,285.25,1.4051724137931034,4.99,0.1,1.086664596540187,203,4,14.791625615763547,39.0,-9.9,0.15270935960591134,0.773331860114489
464,254.21,1.3036410256410256,4.67,0.1,0.9931723484733845,195,3,13.172307692307692,39.9,-9.9,0.13846153846153847,0.7618449626384092
465,317.05,1.5695544554455445,5.0,0.12,1.2924700789496253,202,4,15.243564356435643,39.2,-9.8,0.09405940594059406,0.8234630372112421
466,307.01,1.408302752293578,4.73,0.12,1.1410640034600994,218,2,14.013302752293578,39.9,-9.8,0.12844036697247707,0.810240554881931
467,287.15999999999997,1.4357999999999997,4.88,0.11,1.076900615039924,200,2,15.3,39.9,-10.0,0.105,0.7500352521520576
468,267.65,1.4546195652173912,4.61,0.12,1.0446302281165771,184,2,15.609782608695651,39.7,-9.8,0.14673913043478262,0.7181466914756219
469,294.42,1.557777777777778,4.91,0.12,1.2730572739256607,189,3,15.22910052910053,39.5,-9.9,0.12698412698412698,0.8172264953873712
470,304.8,1.508910891089109,4.94,0.15,1.201860830007645,202,3,15.263366336633663,39.8,-10.0,0.09900990099009901,0.7965088177872188
471,311.72,1.4566355140186917,4.98,0.12,1.2466985087384124,214,1,16.27710280373832,39.4,-9.9,0.11682242990654206,0.8558754037919294
472,307.63,1.4176497695852535,4.8,0.1,1.1510854406105542,217,5,14.513824884792626,39.6,-9.9,0.0967741935483871,0.8119674303952483
473,300.58,1.391574074074074,4.89,0.14,1.107178405856295,216,3,15.899537037037037,39.9,-9.2,0.12962962962962962,0.7956302337645875
474,283.44,1.4535384615384614,4.96,0.1,1.2550838031360805,195,4,15.228205128205127,39.9,-9.8,0.1282051282051282,0.863467900125373
475,336.96,1.589433962264151,4.97,0.11,1.2158131327705757,212,5,15.139150943396226,40.0,-9.8,0.1179245283018868,0.7649346633053242
476,312.96,1.4902857142857142,4.97,0.12,1.2230622460405185,210,4,14.942857142857143,39.9,-9.9,0.13333333333333333,0.8206897739919123
477,252.99,1.4212921348314607,4.92,0.11,1.200968071871731,178,3,14.043820224719102,39.9,-10.0,0.1797752808988764,0.8449832672958145
478,309.43,1.6200523560209426,5.0,0.11,1.2516092787759705,191,2,13.282722513089006,39.9,-9.8,0.07853403141361257,0.7725733517959161
479,326.14,1.5383962264150943,5.0,0.12,1.1608777826054,212,2,15.866037735849057,39.7,-9.6,0.10849056603773585,0.7546025937092806
480,231.7,1.4481249999999999,4.82,0.12,1.211505735767991,160,3,12.620000000000001,40.0,-9.6,0.08125,0.8366030113201492
481,341.41,1.625761904761905,4.96,0.14,1.2890657721966658,210,2,15.661428571428571,40.0,-9.5,0.11428571428571428,0.7928994820342105
482,313.93,1.5313658536585366,5.0,0.16,1.2525315885042025,205,5,14.016097560975611,40.0,-9.7,0.12195121951219512,0.8179179296128485
483,319.48,1.5286124401913876,4.95,0.1,1.175624828973233,209,5,15.830622009569378,39.9,-10.0,0.1339712918660287,0.7690797209697185
484,275.69,1.4284455958549223,4.94,0.1,1.2046678606889356,193,4,15.882901554404146,39.5,-9.9,0.13471502590673576,0.8433417864738096
485,328.72,1.4874208144796381,5.0,0.11,1.1680201388835365,221,1,15.947511312217195,39.9,-9.7,0.14027149321266968,0.7852654255696688
486,272.21,1.4177604166666666,4.94,0.1,1.0757053864441493,192,5,15.315104166666666,39.4,-9.9,0.08333333333333333,0.758735660693129
487,312.67,1.525219512195122,4.99,0.16,1.1746787527517588,205,5,12.645365853658538,39.2,-9.5,0.11219512195121951,0.7701702891678465
488,277.4,1.4225641025641025,5.0,0.11,1.0825021557768062,195,4,15.923076923076923,39.8,-9.8,0.1282051282051282,0.7609514072692041
489,313.74,1.5156521739130435,4.93,0.11,1.2373968270348568,207,1,15.533333333333333,40.0,-10.0,0.06763285024154589,0.8164121348766984
490,368.39,1.6372888888888888,4.98,0.13,1.2792346453164012,225,2,15.855111111111112,39.9,-10.0,0.09777777777777778,0.78131272617658
491,291.91,1.5046907216494847,4.94,0.1,1.1677617567087908,194,1,12.872680412371135,39.7,-9.9,0.17010309278350516,0.7760809180963495
492,309.16,1.4052727272727275,4.93,0.14,1.0503782394109962,220,5,14.451818181818183,39.8,-9.6,0.12727272727272726,0.7474550804451389
493,298.54,1.546839378238342,4.85,0.1,1.300083274617929,193,3,15.771502590673576,39.8,-9.4,0.12435233160621761,0.8404772291862406
494,301.17,1.4691219512195122,4.99,0.12,1.2672879834884465,205,2,15.184878048780488,39.9,-10.0,0.12682926829268293,0.8626159199625844
495,287.72,1.431442786069652,4.92,0.12,1.1828894318406094,201,3,13.940796019900498,39.9,-9.7,0.0945273631840796,0.8263616564714391
496,282.58,1.3989108910891088,4.94,0.11,1.0581222464996711,202,3,16.54257425742574,40.0,-9.9,0.15346534653465346,0.7563900268700318
497,340.5,1.5337837837837838,4.91,0.14,1.2093639583716074,222,5,14.775675675675675,39.8,-9.9,0.11261261261261261,0.7884839904801669
498,317.56,1.5878,4.95,0.13,1.265892006793756,200,1,14.8255,39.7,-9.9,0.125,0.7972616241300894
499,317.23,1.5106190476190478,4.98,0.11,1.2160427221227859,210,3,15.311904761904762,40.0,-9.4,0.12380952380952381,0.8049962854893453
500,275.71999999999997,1.6314792899408281,4.91,0.12,1.2884813185294899,169,4,13.653254437869823,39.8,-9.7,0.07692307692307693,0.7897625955008117
