Outdoor Temperature (°C),Household Size,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,appliance_Air Conditioning,appliance_Computer,appliance_Dishwasher,appliance_Fridge,appliance_Heater,appliance_Lights,appliance_Microwave,appliance_Oven,appliance_TV,appliance_Washing Machine,is_peak_hour,Energy Consumption (kWh)
12.4,4,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1.54
23.2,5,1,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0,0,0,1,0,0,0,0,0,0,0,0.48
7.2,1,0,0.25881904510252074,0.9659258262890683,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,1,0,0,0,0,0.87
6.7,2,1,0.0,1.0,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,0,0,0,0,1,0,0,0,0,0,0,3.74
6.6,5,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,1,0,0,1,1.98
6.3,2,1,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,0,0,1,0,1.98
6.4,5,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,0,0,1,0,0,0,0,0,0,0,0,0.86
-1.3,1,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,1,0,0,0,0,1.29
4.3,4,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,0,0,0,1,4.3
15.3,1,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,1,0,0,0,0,0,0.83
-3.1,3,0,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,1,0,0,1.49
5.0,3,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,1,1,0.62
-6.8,3,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0.0,1.0,0,0,0,0,0,0,1,0,0,0,1,1.69
21.8,4,0,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,1,0,0,0,1.7
10.5,3,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,1,0,0,0,0,0,0,0,0,0.28
18.3,5,1,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0,0,0,0,0,1,0,0,0,0,0,0.85
-9.2,3,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,-1.0,-1.8369701987210297e-16,0,1,0,0,0,0,0,0,0,0,0,1.27
25.4,2,0,0.8660254037844386,0.5000000000000001,0.0,1.0,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,0,0,0,1,0,0.42
39.9,3,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,0,1,0,0,0,0,0,0,0,0,0,1.98
18.7,3,0,0.258819045102521,-0.9659258262890682,0.0,1.0,0.49999999999999994,0.8660254037844387,1,0,0,0,0,0,0,0,0,0,0,2.9
17.7,5,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0.84
28.5,3,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,0,1,0,0,0,0,0,0,0,0.22
0.4,4,0,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,2.37
-0.0,4,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,1,1,1.99
-5.8,2,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,1,0,0,0,0.85
6.2,2,1,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,0,0.26
9.1,3,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,1.2246467991473532e-16,-1.0,0,0,1,0,0,0,0,0,0,0,0,0.77
-8.8,5,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,1,0,0,0,0,0,0,0,0,0,0.55
-8.5,5,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,1,0,0,0,0,1.93
10.1,4,1,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0.91
12.9,1,1,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,1,0,0,0,0,1.1
18.5,1,0,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,0,0,0,0,0,0,1.9
-9.4,5,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,1,1.93
-0.2,2,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,0,0,0,1,0,0,0,0,0,0,1,0.13
22.7,2,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0,0,0,0,1,0,0,0,0,0,0,3.19
-1.7,4,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,1,0,0,0,0,0,0,0,0,0,0,3.75
36.4,1,0,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,-0.8660254037844384,-0.5000000000000004,0,0,0,0,0,0,0,0,1,0,0,0.34
34.3,3,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,1,0,0,0,0,0,0,0,0,0.96
27.6,3,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,0,0,0,0,0,0,0.34
-6.0,5,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,0,0,1,0,0.55
11.8,3,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,1,0,0,0,1.27
30.0,1,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,0,0,0,0,0,2.5
35.2,4,1,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,1,0,0,0,0,0,0,0,0,0,0,3.44
-8.2,1,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,1,0,0.33
8.2,4,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,0,0,0,0,0,3.6
1.1,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,0,0,1,0,0,1.38
16.0,5,0,0.7071067811865475,0.7071067811865476,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,1,0,1.82
-1.9,3,0,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,1,0,0,1.75
13.1,3,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,1,0,0,0,0,1.92
14.1,2,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,1,0,0,0,0,0,1.47
24.1,2,1,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1.83
13.3,4,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,4.44
22.5,5,1,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,1,0,0,0,0,0,1.35
13.9,4,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,0,0,0,0,0,1.0
-0.3,2,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,1,0,1.91
-5.5,4,1,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0,0,0,0,1,0,0,0,0,0,0,3.76
-10.0,4,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,0,0,1,0,0,0,0,0,0,0,0.25
22.7,4,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,0,0,0,0,0,4.67
20.8,5,0,0.0,1.0,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,1,0,0,0,1.25
-6.8,5,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,1,0,0,0,1.72
4.6,1,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,1,0,0,0,0,0,0.46
40.0,2,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,0,0,0,0,0,3.75
4.0,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,0,0,0,0,0,0,0,0,1.35
10.2,4,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,1,0,1.79
21.5,3,1,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0.57
39.7,1,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,1,0,1.31
-2.3,4,0,0.0,1.0,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,1,0,0,0,0.73
4.4,2,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,1,0,0,0,0.4
14.4,5,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,-0.8660254037844384,-0.5000000000000004,0,0,0,1,0,0,0,0,0,0,0,0.23
24.9,2,1,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,0,0,0,0,0,0,1.54
14.5,3,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,1,1,0.94
38.3,4,1,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,0,0,0,0,2.7
10.3,5,0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,0,0,1,0,0,0,0,0,0,4.73
1.7,2,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,0,0,0,0,1,2.94
31.2,2,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,1,0,1,1.71
-1.6,5,1,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,0,0,0,0,0,0,1.82
-0.9,3,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,1,0,0,0,0,1.97
-5.5,5,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,1,0,0,0,0,0,0.83
28.0,1,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,-1.0,-1.8369701987210297e-16,0,0,0,0,1,0,0,0,0,0,1,3.21
1.7,2,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,1,1,0.36
-1.6,3,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,1,0,0,1.84
27.4,3,1,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,0,0,1,0,0,0,0,0,0,0,0,1.04
2.6,5,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,1.38
5.8,3,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,1,0,0,1.68
37.7,5,0,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,4.15
-5.3,2,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,1,0,0,0,0,0.85
2.8,5,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1.12
34.9,1,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,1,0,0,0,0,0.63
39.6,3,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0,0,0,0,1,0,0,0,0,0,0,4.49
0.9,2,1,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,1,0,0,1,0.95
-2.5,3,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,0,0,0,0,0,1,2.33
13.0,1,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,1,0,0,0,1.57
-8.8,2,1,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,1,0,0,0,1.0
-6.2,4,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,1,0,0,0,1.23
0.5,3,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,1,0,0,0.96
38.9,5,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,1,0,0,0,0.76
-3.9,1,0,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0,0,1,0,0,0,0,0,0,0,0,0.72
-2.1,5,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,0,0,0,0,1,0,0,0,0,0,0,2.6
32.9,2,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,1,2.05
33.0,5,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,1,0,1.37
7.2,1,1,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,0,0,0,0,1,0,0,0,0,0,0,3.51
35.5,1,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0,0,0,0,1,0,0,0,0,0,0,3.12
15.1,4,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,1,0,1.57
31.2,4,1,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,0,0,0,0,0,0,2.0
31.8,4,1,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,0,0,0,0,0,0,0,0,1,0,1,1.55
-4.0,2,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,1,0,0.38
36.1,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0,0,0,0,0,0,0,0,1,0,0,1.84
8.4,2,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0,0.95
-8.3,4,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,1,0,0,0,0,0,0,0,0,0,0,4.59
20.8,4,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,2.05
5.5,2,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0.51
26.4,3,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,1,0,1,1.7
26.6,5,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,1,0,1.09
7.8,2,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,1,0,1.98
23.6,1,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0.0,1.0,0,0,0,0,0,0,0,0,0,1,1,1.24
3.5,1,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,0,0,0,0,0,2.82
7.6,4,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,0,0,0,0,2.24
28.2,2,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0,0,1,0,0,0,0,0,0,0,0,0.64
32.2,1,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0,1,0,0,0,0,0,0,0,0,0,1.65
-6.9,2,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,1,1,0.55
-8.5,3,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,1,0,0,0,1.62
22.7,1,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,1.0,6.123233995736766e-17,1,0,0,0,0,0,0,0,0,0,0,2.77
8.1,5,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0.6
26.0,1,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,0,0,0,0,0,0,0,0,1,0,0,1.81
15.9,1,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,-0.8660254037844384,-0.5000000000000004,0,0,0,0,0,0,1,0,0,0,0,1.67
3.8,2,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,1,0,0,1.06
-10.0,1,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,1,0,0,0,0,0.65
19.8,2,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,1,0,0,0,0,0,0,0,0,0,0,3.07
5.3,4,1,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,1.95
33.5,2,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,1,0,0,0,0,0.9
21.9,4,0,0.8660254037844386,0.5000000000000001,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,0,0,1,0,0,0,0,0,0,0,0.42
29.5,2,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,1,0,0,0,1.24
-3.4,5,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,0,0,0,0,1,4.89
23.5,3,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0,0,1,0,0,0,0,0,0,0,1,1.41
-0.8,4,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,1,0,0,0,0,0,0,0,0,0,0,2.97
21.1,4,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,0,0,0,0,0,0,0,0,1,0,0,1.31
18.0,4,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,1,0,0,0,0,0,0,0,0,1.06
20.0,4,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,1,0.4
-7.9,2,0,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,1,0,0,0,0,0,1.01
-8.1,1,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,1,0,0,0,0.75
7.7,5,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,1,0,0,1,0.34
-8.1,4,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,1,0,0,0.74
5.9,5,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,0,1,0,0,1.24
31.8,1,1,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,0,0.15
26.2,1,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,1,0,0,0,1.75
37.4,1,0,0.0,1.0,0.0,1.0,1.2246467991473532e-16,-1.0,0,0,0,1,0,0,0,0,0,0,0,0.1
1.0,3,0,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,0,1,0,0,0.52
26.7,4,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,1,0,0.38
6.7,1,1,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0,1,0,0,0,0,0,0,0,0,1,1.26
34.1,5,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,1,0,0,1.32
5.0,5,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0,0,0,0,0,0,3.48
1.1,4,0,1.0,6.123233995736766e-17,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,0,0,0,0,0,0,0.61
15.2,5,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,0,0,0,0,0,0,0.34
-1.6,4,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,1,0,0,0,0,1.82
13.8,3,1,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,0,0,1,0,0,0,0,0,0,0,0,0.48
16.4,1,0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,1,0,0,0,0,1.75
32.0,1,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,1,0,0,0,1.66
-3.1,5,0,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,0,0,0,0,0,2.95
10.0,4,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,1,0,0,0,1.71
